antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
"frozenset({'JUMBO STORAGE BAG SUKI', 'DOTCOM POSTAGE'})",frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.024531114147310892,0.04564650353993293,0.016147062476710966,0.6582278481012658,14.420115387927321,1.0,0.015027302887947241,2.792367637790566,0.9540564961237273,0.29885057471264365,0.6418809663647154,0.5059846723499526,"DOTCOM POSTAGE, JUMBO STORAGE BAG SUKI",JUMBO BAG WOODLAND ANIMALS,"DOTCOM POSTAGE, JUMBO STORAGE BAG SUKI → JUMBO BAG WOODLAND ANIMALS"
"frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.015774437958017636,0.05440317972922618,0.01235871320332878,0.7834645669291339,14.401080430014742,1.0,0.011500533619971219,4.366938042705029,0.9454751039396884,0.21374865735767995,0.7710065977074028,0.5053167583504117,"ALARM CLOCK BAKELIKE CHOCOLATE, ALARM CLOCK BAKELIKE RED ",ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE CHOCOLATE, ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE GREEN"
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.035771953794559684,0.05937150664513725,0.030555210532853063,0.8541666666666666,14.386811366806137,1.0,0.02843137574042982,6.450023954433343,0.965012268955615,0.4730769230769231,0.8449618161010608,0.684405509065551,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER ,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER → ROSES REGENCY TEACUP AND SAUCER "
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.022481679294497577,0.049931685504906224,0.016147062476710966,0.718232044198895,14.384293999615181,1.0,0.01502451433655595,3.371811076933567,0.9518795816635716,0.28697571743929357,0.7034234786044324,0.5208075643880047,"CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.039063470376350766,0.033411998509501925,0.01875543410756428,0.48012718600953896,14.36990325116282,1.0,0.017450245493573675,1.859277837729429,0.9682326359567596,0.34913294797687866,0.46215676876931355,0.5207327379861821,HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN → HAND WARMER BIRD DESIGN
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.033411998509501925,0.039063470376350766,0.01875543410756428,0.5613382899628253,14.369903251162818,1.0,0.017450245493573675,2.190609546345438,0.9625715481983387,0.34913294797687866,0.5435060521541661,0.5207327379861821,HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN → HAND WARMER OWL DESIGN
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.015029188920630978,0.056079990063346165,0.012110296857533226,0.8057851239669421,14.36849619724884,1.0,0.011267460092204088,4.86018388095043,0.9445998641963332,0.20526315789473684,0.7942464679331339,0.5108659839103814,"PACK OF 72 RETROSPOT CAKE CASES, STRAWBERRY CHARLOTTE BAG",RED RETROSPOT CHARLOTTE BAG,"PACK OF 72 RETROSPOT CAKE CASES, STRAWBERRY CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG"
"frozenset({'DOTCOM POSTAGE', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.022543783380946467,0.04564650353993293,0.014780772574835423,0.6556473829201102,14.363583890856617,1.0,0.013751727686933569,2.7714425537200342,0.9518375111655947,0.27674418604651163,0.6391770781401453,0.48972845336481696,"DOTCOM POSTAGE, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG WOODLAND ANIMALS,"DOTCOM POSTAGE, JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO BAG WOODLAND ANIMALS"
"frozenset({'PARTY BUNTING', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.014035523537448764,0.049931685504906224,0.01006086200471991,0.7168141592920354,14.355897503632281,1.0,0.00936004465755131,3.3549287355608,0.943585939176768,0.1866359447004608,0.7019310754948591,0.45915334830273413,"PARTY BUNTING, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"PARTY BUNTING, WOODLAND CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG VINTAGE ALPHABET '})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.014470252142590982,0.049931685504906224,0.010371382436964352,0.7167381974248928,14.354376187730875,1.0,0.009648858357803804,3.3540290496569227,0.9439946749641432,0.19195402298850575,0.7018511213842086,0.4622248201054812,"CHARLOTTE BAG VINTAGE ALPHABET , RED RETROSPOT CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"CHARLOTTE BAG VINTAGE ALPHABET , RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.049000124208172895,0.024903738666004222,0.017513352378586512,0.3574144486692016,14.351839033594723,1.0,0.01629306609070443,1.5174574954487627,0.9782572449219202,0.31057268722466963,0.3410029585677017,0.5303281719655235,BAKING SET 9 PIECE RETROSPOT ,BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT  → BAKING SET SPACEBOY DESIGN
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.024903738666004222,0.049000124208172895,0.017513352378586512,0.7032418952618454,14.351839033594722,1.0,0.01629306609070443,3.2046298335506114,0.9540827457798461,0.31057268722466963,0.6879514789725224,0.5303281719655235,BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT ,BAKING SET SPACEBOY DESIGN → BAKING SET 9 PIECE RETROSPOT 
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG CARS BLUE'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.017513352378586512,0.049931685504906224,0.012545025462675444,0.7163120567375886,14.34584171341872,1.0,0.011670554259571262,3.3489908085952047,0.9468763690528346,0.22850678733031674,0.7014025844939633,0.483777918916058,"LUNCH BAG CARS BLUE, RED RETROSPOT CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"LUNCH BAG CARS BLUE, RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
"frozenset({'JUMBO BAG RED RETROSPOT', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'DOTCOM POSTAGE'}),0.017699664637933175,0.04384548503291517,0.011116631474351012,0.6280701754385964,14.324626012623625,1.0,0.010340581093380895,2.5707927996756523,0.9469508622184674,0.22044334975369456,0.6110149366661652,0.4408056259629243,"JUMBO BAG RED RETROSPOT, WOODEN PICTURE FRAME WHITE FINISH",DOTCOM POSTAGE,"JUMBO BAG RED RETROSPOT, WOODEN PICTURE FRAME WHITE FINISH → DOTCOM POSTAGE"
"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'SCOTTIE DOG HOT WATER BOTTLE'})",frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.01869333002111539,0.03943609489504409,0.010557694696311017,0.5647840531561462,14.321500510110656,1.0,0.009820502759693935,2.2070972170732195,0.9478942136945913,0.22193211488250653,0.5469161973181785,0.4162502942946086,"CHOCOLATE HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE",HOT WATER BOTTLE I AM SO POORLY,"CHOCOLATE HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE → HOT WATER BOTTLE I AM SO POORLY"
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.0367656191777419,0.030555210532853063,0.01608495839026208,0.4375,14.31834349593496,1.0,0.014961577155915475,1.7234574034971502,0.9656627060882379,0.31393939393939396,0.41977098014093533,0.4819613821138211,PINK CREAM FELT CRAFT TRINKET BOX ,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX  → PINK BLUE FELT CRAFT TRINKET BOX
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.030555210532853063,0.0367656191777419,0.01608495839026208,0.5264227642276422,14.318343495934958,1.0,0.014961577155915475,2.0339541431954977,0.9594765260364235,0.31393939393939396,0.5083468310505155,0.4819613821138211,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX ,PINK BLUE FELT CRAFT TRINKET BOX → PINK CREAM FELT CRAFT TRINKET BOX 
"frozenset({'RECYCLING BAG RETROSPOT ', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.015774437958017636,0.04564650353993293,0.010309278350515464,0.6535433070866142,14.317488885317907,1.0,0.00958923041242436,2.75461122841883,0.9450631906728377,0.20170109356014582,0.6369723648538207,0.43969682361133433,"JUMBO SHOPPER VINTAGE RED PAISLEY, RECYCLING BAG RETROSPOT ",JUMBO BAG WOODLAND ANIMALS,"JUMBO SHOPPER VINTAGE RED PAISLEY, RECYCLING BAG RETROSPOT  → JUMBO BAG WOODLAND ANIMALS"
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.021736430257110917,0.032542541299217485,0.010122966091168799,0.46571428571428575,14.310937840785172,1.0,0.009415607411829206,1.8107492542528016,0.9507901616154693,0.22925457102672295,0.447742420629826,0.3883914940021811,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE PINK",ALARM CLOCK BAKELIKE IVORY,"ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE PINK → ALARM CLOCK BAKELIKE IVORY"
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.024406905974413116,0.032542541299217485,0.011365047820146565,0.46564885496183206,14.308927218693551,1.0,0.010570785074488108,1.8105275298543215,0.9533826802845605,0.24931880108991825,0.44767478897133267,0.4074427480916031,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED ",ALARM CLOCK BAKELIKE IVORY,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE IVORY"
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG TOYS '})",frozenset({'DOTCOM POSTAGE'}),0.017327040119239846,0.04384548503291517,0.010868215128555458,0.6272401433691757,14.305695167890178,1.0,0.010108502650342608,2.565068362267468,0.9464977744874098,0.21604938271604934,0.610146842590963,0.4375577487384122,"JUMBO BAG PINK POLKADOT, JUMBO BAG TOYS ",DOTCOM POSTAGE,"JUMBO BAG PINK POLKADOT, JUMBO BAG TOYS  → DOTCOM POSTAGE"
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG WOODLAND'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.014780772574835423,0.049931685504906224,0.010557694696311017,0.7142857142857143,14.305259417199716,1.0,0.009819665808584791,3.3252391007328286,0.9440494200706,0.19495412844036697,0.6992697458117775,0.462864250177683,"LUNCH BAG WOODLAND, RED RETROSPOT CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"LUNCH BAG WOODLAND, RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
"frozenset({'LUNCH BAG  BLACK SKULL.', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01726493603279096,0.056079990063346165,0.013849211278102099,0.8021582733812949,14.303823386473544,1.0,0.012880993836938874,4.771086595679812,0.946428652396088,0.23277661795407095,0.7904041396135015,0.52455643458655,"LUNCH BAG  BLACK SKULL., STRAWBERRY CHARLOTTE BAG",RED RETROSPOT CHARLOTTE BAG,"LUNCH BAG  BLACK SKULL., STRAWBERRY CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG"
"frozenset({'LUNCH BAG RED RETROSPOT', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.017885976897279842,0.056079990063346165,0.014346043969693205,0.8020833333333333,14.302487080103358,1.0,0.013342998563020512,4.769280050206249,0.9470204766777424,0.240625,0.7903247472421431,0.5289486434108527,"CHARLOTTE BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",RED RETROSPOT CHARLOTTE BAG,"CHARLOTTE BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT → RED RETROSPOT CHARLOTTE BAG"
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PEARS'})",frozenset({'JUMBO BAG APPLES'}),0.01683020742764874,0.05496211650726618,0.013228170413613216,0.7859778597785978,14.300356495090375,1.0,0.01230314659213333,4.415608041836739,0.9459929306112718,0.22587486744432664,0.7735306235233608,0.5133279129401463,"JUMBO BAG PEARS, JUMBO BAG RED RETROSPOT",JUMBO BAG APPLES,"JUMBO BAG PEARS, JUMBO BAG RED RETROSPOT → JUMBO BAG APPLES"
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.014346043969693205,0.056079990063346165,0.011489255993044342,0.8008658008658008,14.280776440244878,1.0,0.01068472998977562,4.740120049899282,0.9435114529815557,0.19494204425711273,0.7890348789750066,0.5028692237994563,"CHARLOTTE BAG SUKI DESIGN, LUNCH BAG SPACEBOY DESIGN ",RED RETROSPOT CHARLOTTE BAG,"CHARLOTTE BAG SUKI DESIGN, LUNCH BAG SPACEBOY DESIGN  → RED RETROSPOT CHARLOTTE BAG"
"frozenset({'DOTCOM POSTAGE', 'JAM MAKING SET PRINTED'})",frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.01838280958887095,0.04092659296981741,0.010744006955657682,0.5844594594594594,14.280677111101998,1.0,0.009991661189972304,2.3080140526905204,0.947391017825235,0.22122762148337596,0.5667270748051684,0.4234892137964975,"DOTCOM POSTAGE, JAM MAKING SET PRINTED",RED TOADSTOOL LED NIGHT LIGHT,"DOTCOM POSTAGE, JAM MAKING SET PRINTED → RED TOADSTOOL LED NIGHT LIGHT"
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.028443671593590857,0.030741522792199726,0.012482921376226556,0.4388646288209607,14.275956067222443,1.0,0.01160851959763834,1.72731666366215,0.9571778031346719,0.2672872340425532,0.42106735780579935,0.4224626174407834,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",CHARLOTTE BAG APPLES DESIGN,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG APPLES DESIGN"
"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.012482921376226556,0.05788100857036393,0.010309278350515464,0.8258706467661691,14.268421839301347,1.0,0.009586754271354915,5.41045477935305,0.9416699563488846,0.17166494312306102,0.8151726535417834,0.5019911173745009,"RECIPE BOX PANTRY YELLOW DESIGN, ROSES REGENCY TEACUP AND SAUCER ",GREEN REGENCY TEACUP AND SAUCER,"RECIPE BOX PANTRY YELLOW DESIGN, ROSES REGENCY TEACUP AND SAUCER  → GREEN REGENCY TEACUP AND SAUCER"
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.024096385542168676,0.030182586014159733,0.010371382436964352,0.4304123711340206,14.26028806584362,1.0,0.00964409120770749,1.7026658670882626,0.9528350705995415,0.23620933521923618,0.4126857069672131,0.38701688515548766,PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN STRONGMAN → PLASTERS IN TIN WOODLAND ANIMALS
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.030182586014159733,0.024096385542168676,0.010371382436964352,0.3436213991769547,14.26028806584362,1.0,0.00964409120770749,1.4867998640329343,0.9588146964268184,0.23620933521923618,0.3274145201442869,0.38701688515548766,PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN WOODLAND ANIMALS → PLASTERS IN TIN STRONGMAN
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER RED LOVE HEART'}),0.039063470376350766,0.0239721773692709,0.013352378586510992,0.34181240063593005,14.258713147771362,1.0,0.012415942145989853,1.4829021749631124,0.9676679106440477,0.26875,0.3256466833188945,0.44940360964438986,HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN → HAND WARMER RED LOVE HEART
frozenset({'HAND WARMER RED LOVE HEART'}),frozenset({'HAND WARMER OWL DESIGN'}),0.0239721773692709,0.039063470376350766,0.013352378586510992,0.5569948186528497,14.25871314777136,1.0,0.012415942145989853,2.169131581489641,0.9527058781748122,0.26875,0.5389860124053634,0.44940360964438986,HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART → HAND WARMER OWL DESIGN
"frozenset({'JUMBO BAG RED RETROSPOT', 'DOTCOM POSTAGE'})",frozenset({'JUMBO BAG TOYS '}),0.030120481927710843,0.0314246677431375,0.013476586759408769,0.44742268041237115,14.237944664031621,1.0,0.012530060622567278,1.7528322244200683,0.9586398374216447,0.28036175710594313,0.4294947422416004,0.43813821767654126,"DOTCOM POSTAGE, JUMBO BAG RED RETROSPOT",JUMBO BAG TOYS ,"DOTCOM POSTAGE, JUMBO BAG RED RETROSPOT → JUMBO BAG TOYS "
"frozenset({'DOTCOM POSTAGE', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.01341448267295988,0.05788100857036393,0.011054527387902123,0.8240740740740741,14.237382769035131,1.0,0.010278083601341534,5.355202688126353,0.9424042369296972,0.18350515463917524,0.8132657047291194,0.5075305992687967,"DOTCOM POSTAGE, PINK REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,"DOTCOM POSTAGE, PINK REGENCY TEACUP AND SAUCER → GREEN REGENCY TEACUP AND SAUCER"
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.019935411750093158,0.04179605018010185,0.011861880511737673,0.5950155763239875,14.236167622539147,1.0,0.011028659041869787,2.3660266760937483,0.9486684730229307,0.23785803237858033,0.5773504964656716,0.4394097198113251,"CHARLOTTE BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT",STRAWBERRY CHARLOTTE BAG,"CHARLOTTE BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT → STRAWBERRY CHARLOTTE BAG"
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.019935411750093158,0.04179605018010185,0.011861880511737673,0.5950155763239875,14.236167622539147,1.0,0.011028659041869787,2.3660266760937483,0.9486684730229307,0.23785803237858033,0.5773504964656716,0.4394097198113251,"CHARLOTTE BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT",CHARLOTTE BAG PINK POLKADOT,"CHARLOTTE BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT → CHARLOTTE BAG PINK POLKADOT"
"frozenset({'LUNCH BAG  BLACK SKULL.', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.016954415600546516,0.049931685504906224,0.012048192771084338,0.7106227106227107,14.231899112496128,1.0,0.011201630223398373,3.283147466546337,0.9457702911203696,0.21970554926387317,0.6954142297324413,0.47595812148050953,"LUNCH BAG  BLACK SKULL., WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"LUNCH BAG  BLACK SKULL., WOODLAND CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
"frozenset({'PARTY BUNTING', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.013228170413613216,0.056079990063346165,0.010557694696311017,0.7981220657276995,14.231851054648304,1.0,0.009815859030959339,4.675696793407145,0.9421986353859312,0.17970401691331922,0.7861281335842765,0.49319170838987414,"CHARLOTTE BAG PINK POLKADOT, PARTY BUNTING",RED RETROSPOT CHARLOTTE BAG,"CHARLOTTE BAG PINK POLKADOT, PARTY BUNTING → RED RETROSPOT CHARLOTTE BAG"
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG VINTAGE ALPHABET '}),0.028443671593590857,0.025214259098248665,0.010185070177617687,0.35807860262008734,14.201432658592724,1.0,0.009467884072351392,1.5185437732415037,0.9567994586875042,0.2342857142857143,0.34147436667868547,0.38100974465979737,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",CHARLOTTE BAG VINTAGE ALPHABET ,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG VINTAGE ALPHABET "
"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG ALPHABET'})",frozenset({'JUMBO BAG APPLES'}),0.013538690845857657,0.05496211650726618,0.010557694696311017,0.7798165137614679,14.188254807443114,1.0,0.00981357959268513,4.292047054196166,0.9422763565259898,0.18220793140407288,0.7670109420113791,0.48595345462084694,"JUMBO BAG ALPHABET, JUMBO BAG PEARS",JUMBO BAG APPLES,"JUMBO BAG ALPHABET, JUMBO BAG PEARS → JUMBO BAG APPLES"
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.043597068687119614,0.05788100857036393,0.035771953794559684,0.8205128205128205,14.175855617915705,1.0,0.03324851148823777,5.248948666536543,0.9718262987012989,0.5444234404536864,0.809485658266146,0.719269285792891,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER → GREEN REGENCY TEACUP AND SAUCER
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.05788100857036393,0.043597068687119614,0.035771953794559684,0.6180257510729614,14.175855617915705,1.0,0.03324851148823777,2.5038413819764176,0.9865606460118655,0.5444234404536864,0.6006136781673262,0.719269285792891,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER → PINK REGENCY TEACUP AND SAUCER
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.024096385542168676,0.030368898273506396,0.010371382436964352,0.4304123711340206,14.172801635991819,1.0,0.009639601755675041,1.702338766832034,0.9523915132697567,0.2352112676056338,0.4125728559533721,0.3859628317837792,PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN VINTAGE PAISLEY ,PLASTERS IN TIN STRONGMAN → PLASTERS IN TIN VINTAGE PAISLEY 
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.030368898273506396,0.024096385542168676,0.010371382436964352,0.34151329243353784,14.172801635991819,1.0,0.009639601755675041,1.4820399610865822,0.9585525036521461,0.2352112676056338,0.32525436138251407,0.3859628317837792,PLASTERS IN TIN VINTAGE PAISLEY ,PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN VINTAGE PAISLEY  → PLASTERS IN TIN STRONGMAN
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.033411998509501925,0.022233262948702023,0.010495590609862129,0.3141263940520446,14.128668148117383,1.0,0.009752732861358733,1.4255786030720823,0.9613422873905645,0.23246217331499314,0.298530436802974,0.39309671657909495,HAND WARMER BIRD DESIGN,HAND WARMER RED RETROSPOT,HAND WARMER BIRD DESIGN → HAND WARMER RED RETROSPOT
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.022233262948702023,0.033411998509501925,0.010495590609862129,0.4720670391061453,14.12866814811738,1.0,0.009752732861358733,1.830891558378827,0.9503513313609467,0.23246217331499314,0.45381800717599274,0.39309671657909495,HAND WARMER RED RETROSPOT,HAND WARMER BIRD DESIGN,HAND WARMER RED RETROSPOT → HAND WARMER BIRD DESIGN
"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG VINTAGE LEAF'})",frozenset({'JUMBO BAG APPLES'}),0.01856912184821761,0.05496211650726618,0.014408148056142094,0.7759197324414716,14.117355403132853,1.0,0.013387549817682736,4.21740786812429,0.9467454346293916,0.2436974789915966,0.7628875291958058,0.5190333125484194,"JUMBO BAG PEARS, JUMBO BAG VINTAGE LEAF",JUMBO BAG APPLES,"JUMBO BAG PEARS, JUMBO BAG VINTAGE LEAF → JUMBO BAG APPLES"
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'LUNCH BAG CARS BLUE'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.015774437958017636,0.049931685504906224,0.011116631474351012,0.7047244094488189,14.113771692717513,1.0,0.01032898719921462,3.217564691756717,0.9440389002789066,0.2036405005688282,0.6892059380928802,0.4636806126846084,"LUNCH BAG CARS BLUE, STRAWBERRY CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"LUNCH BAG CARS BLUE, STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.024096385542168676,0.03067941870575084,0.01043348652341324,0.43298969072164945,14.113360323886639,1.0,0.009694223422069846,1.7095290251916757,0.9520870076425632,0.23529411764705882,0.4150435674013326,0.3865353311907842,PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN STRONGMAN → PLASTERS IN TIN SPACEBOY
